Model,image,tp,fp,fn,precision,recall,f1,num_gt_objects,num_pred_objects,luminance_mean,luminance_norm,luminance_var,blur,entropy,density,occupied_ratio,presence_mosh_pit,presence_hands_raised
pretrained,Judas Priest - live at Hellfest 2025 - ARTE Concert-nobF_enLsoU_frame_0449.jpg,0,0,3,0.0,0.0,0.0,3,0,63.56056857638889,0.2492571316721133,1066.8946474197762,102.4161096968286,6.5827850695558805,1.3020833333333334e-05,0.16293018209400004,0,0
pretrained,Judas Priest - live at Hellfest 2025 - ARTE Concert-nobF_enLsoU_frame_0542.jpg,1,3,1,0.25,0.5,0.3333333333333333,2,4,48.33670572916667,0.18955570874183006,1439.6108349811132,157.76748820346788,6.64914663326993,8.680555555555556e-06,0.5637920602969999,0,0
pretrained,KNOCKED LOOSE WALL OF DEATH AT OUTBREAK 2025--UJb2VDTBNI_frame_0003.jpg,0,0,1,0.0,0.0,0.0,1,0,71.64901909722222,0.28097654547930284,3964.8915693503295,415.8268362916546,7.13041470043384,4.340277777777778e-06,0.40866907765099997,1,0
pretrained,"Knocked Loose - Everything Is Quiet Now Wall of Death (Live at The Armory 11-05-24 Minneapolis, MN)-dr8VnxSoFaM_frame_0003.jpg",1,2,0,0.3333333333333333,1.0,0.5,1,3,102.80453559027778,0.4031550415305011,4621.772101824255,348.4958387152777,7.393218193044146,4.340277777777778e-06,0.564868829427,1,0
pretrained,Rise of the Northstar - Hellfest 2025 - ARTE Concert-Ak2cS9cNsOY_frame_0032.jpg,0,1,2,0.0,0.0,0.0,2,1,29.183736979166667,0.11444602736928104,215.46228672943113,63.367207036505796,5.108236619508471,8.680555555555556e-06,0.674483004566,0,0
pretrained,Rise of the Northstar - Hellfest 2025 - ARTE Concert-Ak2cS9cNsOY_frame_0103.jpg,0,0,1,0.0,0.0,0.0,1,0,58.68897135416667,0.2301528288398693,1436.2838297578598,682.238220822916,6.85900057344686,4.340277777777778e-06,0.662241908632,0,1
pretrained,Rise of the Northstar - Hellfest 2025 - ARTE Concert-Ak2cS9cNsOY_frame_0215.jpg,0,0,1,0.0,0.0,0.0,1,0,20.68167534722222,0.08110460920479302,652.128981915434,64.91147938999129,2.7898362774547754,4.340277777777778e-06,0.024953754499999998,0,0
pretrained,Rise of the Northstar - Hellfest 2025 - ARTE Concert-Ak2cS9cNsOY_frame_0244.jpg,0,0,1,0.0,0.0,0.0,1,0,32.37908854166667,0.12697681781045753,786.4026373636881,140.5025378958808,4.890506540108358,4.340277777777778e-06,0.019531995672000018,0,0
pretrained,Rise of the Northstar - Hellfest 2025 - ARTE Concert-Ak2cS9cNsOY_frame_0291.jpg,2,2,7,0.5,0.2222222222222222,0.30769230769230765,9,4,75.9594921875,0.29788036151960784,3030.045516235181,287.7214195719401,7.370306629237954,3.90625e-05,0.10523390559899999,0,0
pretrained,Rise of the Northstar - Hellfest 2025 - ARTE Concert-Ak2cS9cNsOY_frame_0302.jpg,0,0,1,0.0,0.0,0.0,1,0,52.08609809027778,0.20425920819716775,297.0766365980172,26.808602428671758,5.91607448805162,4.340277777777778e-06,0.028575819604000022,0,0
pretrained,Rise of the Northstar - Hellfest 2025 - ARTE Concert-Ak2cS9cNsOY_frame_0654.jpg,2,8,1,0.2,0.6666666666666666,0.30769230769230765,3,10,74.4977560763889,0.29214806304466234,3978.211392534251,665.2868509927631,6.0251759439441805,1.3020833333333334e-05,0.641874583356,0,1
pretrained,Slipknot - Before I Forget - Live @ Rock am Ring 2009-nWyh1ZtCiQA_frame_0033.jpg,0,0,1,0.0,0.0,0.0,1,0,57.40596788194444,0.22512144267429193,2912.3861753218853,621.447785186975,6.936767262924158,4.340277777777778e-06,0.012283859999999999,0,0
pretrained,Slipknot - Before I Forget - Live @ Rock am Ring 2009-nWyh1ZtCiQA_frame_0043.jpg,1,0,0,1.0,1.0,1.0,1,1,207.78889756944446,0.8148584218409587,5325.3199409721465,217.90618916369777,5.144939695436431,4.340277777777778e-06,0.018334849532999978,0,0
