filename,full_path,source,video_name,mean_luminance
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0306.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0306.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,101.98833333333333
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0312.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0312.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,146.05873697916667
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0474.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0474.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,154.26492621527777
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0448.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0448.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,116.84913194444445
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0104.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0104.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,61.006510416666664
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0110.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0110.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,131.1894878472222
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0138.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0138.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,148.72758680555555
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0070.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0070.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,151.9270529513889
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0064.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0064.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,162.41883246527777
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0058.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0058.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,191.8827734375
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0272.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0272.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,68.20267795138889
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0266.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0266.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,48.09233072916667
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0500.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0500.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,113.82720920138888
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0299.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0299.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,143.90414930555556
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0289.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0289.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,124.44530815972222
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0504.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0504.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,161.67952690972223
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0262.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0262.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,148.48165364583335
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0276.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0276.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,135.57239583333333
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0510.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0510.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,20.554427083333334
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0060.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0060.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,178.31138020833333
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0074.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0074.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,173.2888064236111
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0048.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0048.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,116.18763888888888
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0114.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0114.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,185.48186197916667
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0100.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0100.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,108.18824652777778
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0128.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0128.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,84.07380642361112
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0470.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0470.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,153.0595138888889
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0316.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0316.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,124.60862847222222
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0302.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0302.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,145.0296050347222
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0464.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0464.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,156.75909288194444
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0458.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0458.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,123.91881944444444
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0459.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0459.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,150.2365668402778
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0303.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0303.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,99.43526041666667
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0465.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0465.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,145.23984809027777
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0471.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0471.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,150.38887586805555
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0317.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0317.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,164.89682725694445
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0129.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0129.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,134.78661892361112
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0101.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0101.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,85.31842013888888
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0115.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0115.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,60.48647135416667
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0049.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0049.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,170.41509114583334
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0075.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0075.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,108.45360243055555
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0061.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0061.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,207.6144314236111
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0277.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0277.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,64.28529947916667
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0505.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0505.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,155.90209635416667
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0263.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0263.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,107.0259765625
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0288.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0288.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,123.4232204861111
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0275.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0275.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,167.32351128472223
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0261.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0261.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,106.79762152777778
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0507.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0507.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,145.28659288194444
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0249.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0249.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,142.66802951388888
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0088.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0088.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,141.9540842013889
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0077.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0077.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,109.01814670138889
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0063.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0063.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,164.91246961805555
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0103.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0103.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,136.19623697916666
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0117.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0117.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,82.75724392361111
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0498.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0498.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,150.28965711805554
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0467.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0467.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,152.6678298611111
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0301.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0301.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,85.75999565972222
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0315.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0315.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,166.2221267361111
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0473.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0473.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,174.66958767361112
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0329.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0329.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,143.90776041666666
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0328.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0328.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,195.4133203125
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0314.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0314.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,143.5477126736111
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0472.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0472.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,111.63828125
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0466.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0466.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,150.1311328125
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0300.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0300.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,150.17208333333335
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0499.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0499.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,116.39849392361111
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0116.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0116.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,152.7068576388889
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0102.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0102.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,132.82505208333333
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0062.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0062.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,188.77149739583334
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0076.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0076.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,156.94702256944444
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0089.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0089.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,167.54942274305554
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0248.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0248.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,146.6459201388889
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0260.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0260.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,102.30018229166667
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0506.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0506.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,152.89598958333335
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0274.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0274.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,172.38909288194444
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0292.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0292.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,166.80455729166667
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0286.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0286.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,123.37590711805555
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0279.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0279.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,109.5653515625
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0251.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0251.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,76.60061197916667
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0245.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0245.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,124.94530381944445
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0090.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0090.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,108.45834635416666
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0084.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0084.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,192.9390234375
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0053.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0053.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,195.23840711805556
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0047.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0047.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,165.56492621527778
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0127.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0127.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,161.61270833333333
